PathFileType	4	(X/Y/Z)	F:\äwçZä÷åW\2010-2011å§ãÜä÷åW\ââïëÉfÅ[É^\20100319Mocapï‚ê≥å„\1_Fujima\Kikuri\Kikuri_5.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
120.00	120.00	      1087	41	mm	120.00	1	      1087
Frame#	Time	Top.head			Back.Head			Front.Head			L.Head_Offset			R.Shoulder			L.Shoulder			Neck			L.BackOffset			R.Bicep			R.Elbow			R.ForeArm			R.Radius			R.Ulna			R.Thumb			R.Pinky			L.Bicep			L.Elbow			L.Forearm			L.Radius			L.Ulna			L.Thumb			L.Pinky			R.ASIS			L.ASIS			R.PSIS			L.PSIS			V.Sacral			R.Thigh			R.Knee			R.Shank			R.Ankle			R.Heel			R.Toe			R.Foot			L.Thigh			L.Knee			L.Shank			L.Ankle			L.Toe			L.Heel			L.Foot			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	X6	Y6	Z6	X7	Y7	Z7	X8	Y8	Z8	X9	Y9	Z9	X10	Y10	Z10	X11	Y11	Z11	X12	Y12	Z12	X13	Y13	Z13	X14	Y14	Z14	X15	Y15	Z15	X16	Y16	Z16	X17	Y17	Z17	X18	Y18	Z18	X19	Y19	Z19	X20	Y20	Z20	X21	Y21	Z21	X22	Y22	Z22	X23	Y23	Z23	X24	Y24	Z24	X25	Y25	Z25	X26	Y26	Z26	X27	Y27	Z27	X28	Y28	Z28	X29	Y29	Z29	X30	Y30	Z30	X31	Y31	Z31	X32	Y32	Z32	X33	Y33	Z33	X34	Y34	Z34	X35	Y35	Z35	X36	Y36	Z36	X37	Y37	Z37	X38	Y38	Z38	X39	Y39	Z39	X40	Y40	Z40	X41	Y41	Z41	

1	0.000	21.77214	1510.77185	-360.21753	23.07393	1414.59106	-387.73926	19.37770	1507.19031	-196.37210	89.86911	1501.08923	-324.53317	-127.76523	1262.57886	-290.11752	145.25133	1247.74011	-292.08359	16.20716	1258.85388	-349.72369	95.92558	1201.56213	-343.52084	-256.48941	1238.06812	-282.23495	-367.97797	1240.78284	-225.83662	-410.97745	1340.40820	-216.24144	-515.48706	1370.05383	-122.17299	-536.79938	1375.07263	-185.17488	-568.59235	1361.98010	-98.03249	-597.56409	1365.53101	-172.79391	283.82388	1200.94568	-245.14728	399.01129	1240.04749	-193.33023	476.47046	1276.92249	-175.13170	538.71826	1343.28040	-85.31838	565.56696	1312.03992	-136.88081	587.76855	1334.04639	-59.68941	621.08258	1332.39172	-113.26891	-112.73252	888.40668	-192.04417	106.33247	896.10541	-161.58629	-106.98608	895.24963	-287.35538	106.25018	914.14954	-295.25302	16.75568	911.52808	-330.11032	-137.22180	617.82703	-218.14230	-103.07150	412.16565	-260.99518	-48.73625	293.20538	-248.38437	-49.41756	48.35651	-334.98193	-1.71524	44.15040	-382.82846	-9.76599	36.13038	-185.86760	-58.98653	35.09373	-217.31113	143.62657	592.55719	-196.12843	143.73695	408.35452	-300.45544	79.52980	277.39270	-271.99365	88.11584	70.36935	-360.67706	66.93311	34.05424	-200.37506	40.13519	40.27357	-394.34546	115.51528	33.07283	-260.76611	
2	0.008	21.65669	1510.82788	-360.18982	22.78336	1414.73315	-387.40247	19.37770	1507.19031	-196.37210	89.75048	1500.96863	-324.33279	-127.75176	1262.64526	-290.05551	145.40294	1247.31946	-291.63141	16.29018	1258.85010	-349.44904	95.96602	1201.74829	-343.39182	-256.36554	1238.03137	-281.94302	-368.02411	1240.77271	-225.67438	-411.12921	1340.29126	-216.00465	-515.54510	1369.90356	-121.83617	-536.86639	1374.96387	-185.13557	-568.66577	1361.83679	-97.86073	-597.67389	1365.33264	-172.62180	283.52948	1200.79517	-245.01503	399.24731	1239.80994	-193.28445	476.43945	1276.73242	-175.10736	538.96954	1343.09241	-85.34816	565.55048	1311.94238	-136.96217	587.91742	1333.81555	-59.59147	621.09729	1331.94604	-113.36597	-112.73252	888.40668	-192.04417	106.15460	896.08899	-161.41397	-107.18063	895.29150	-287.04596	106.25018	914.14954	-295.25302	16.75568	911.52808	-330.11032	-137.24992	617.75940	-218.13264	-103.06492	412.05746	-260.94052	-48.74488	293.35294	-248.44962	-49.32933	48.46798	-335.00006	-1.71524	44.15040	-382.82846	-9.75128	36.07954	-185.94882	-58.98653	35.09373	-217.31113	143.47247	592.58978	-196.06778	143.73256	408.34103	-300.29874	79.52980	277.39270	-271.99365	88.15189	70.50571	-360.61984	66.93311	34.05424	-200.37506	40.13519	40.27357	-394.34546	115.44975	33.11961	-260.72333	
3	0.017	21.65308	1510.88831	-360.03751	22.79691	1414.67053	-387.40976	19.51512	1506.94556	-196.45853	89.78168	1501.02222	-324.07028	-127.75176	1262.64526	-290.05551	145.40294	1247.31946	-291.63141	16.32311	1258.73022	-349.13510	96.04307	1201.75195	-343.21313	-256.51419	1238.15247	-281.98279	-368.27036	1240.81042	-225.41057	-411.18930	1340.31030	-215.95142	-515.80127	1370.06250	-122.13680	-536.96802	1374.81311	-185.00128	-568.81647	1361.64856	-97.68717	-597.81073	1365.14551	-172.67703	283.57224	1200.83313	-244.88779	399.17450	1239.76538	-193.33302	476.37289	1276.59058	-175.12794	539.05920	1342.78613	-85.46702	565.67609	1311.71497	-136.83002	588.19977	1333.38184	-59.55423	621.28668	1331.70874	-113.45747	-112.78439	888.31927	-191.73555	106.15619	896.15399	-161.31247	-106.99997	895.20410	-286.82849	106.21542	914.07214	-295.15158	16.74416	911.60321	-329.97864	-137.38008	617.75793	-218.03020	-103.15347	411.99725	-260.96082	-48.73625	293.20538	-248.38437	-49.32933	48.46798	-335.00006	-1.71524	44.15040	-382.82846	-9.76599	36.13038	-185.86760	-58.98653	35.09373	-217.31113	143.32835	592.46606	-196.00034	143.73862	408.30814	-300.20392	79.52980	277.39270	-271.99365	88.15189	70.50571	-360.61984	66.93311	34.05424	-200.37506	40.13519	40.27357	-394.34546	115.51528	33.07283	-260.76611	
4	0.025	21.65878	1510.99597	-359.80896	22.71099	1414.74121	-387.14331	19.56836	1506.88672	-196.37083	89.83709	1500.98083	-324.00037	-127.69024	1262.70837	-289.72174	145.31056	1247.28308	-291.46869	16.41969	1258.76453	-349.08505	96.08103	1201.69165	-343.01349	-256.22006	1238.05591	-281.69669	-368.27542	1240.80200	-225.25792	-411.14148	1340.27649	-215.78548	-515.84448	1369.93274	-122.02576	-537.11053	1374.72559	-184.56757	-568.98151	1361.58472	-97.67339	-598.08661	1364.91296	-172.45045	283.57224	1200.83313	-244.88779	399.05389	1239.64832	-193.31673	476.37289	1276.59058	-175.12794	539.37262	1342.58496	-85.71478	565.61401	1311.57300	-136.92300	588.08429	1332.55115	-59.64240	621.38525	1331.52441	-113.43880	-112.78439	888.31927	-191.73555	106.09291	896.00848	-161.06133	-106.99997	895.20410	-286.82849	106.22733	914.14154	-294.77960	16.68871	911.66028	-329.97778	-137.38008	617.75793	-218.03020	-103.28622	412.01843	-261.14383	-48.73625	293.20538	-248.38437	-49.37681	48.43152	-335.00647	-1.71524	44.15040	-382.82846	-9.75128	36.07954	-185.94882	-58.98653	35.09373	-217.31113	143.32835	592.46606	-196.00034	143.66661	408.32907	-300.04233	79.37122	277.40729	-272.12079	88.03046	70.52277	-360.56192	66.94841	34.14763	-200.39986	40.15355	40.31133	-394.24515	115.41411	33.17247	-260.67993	
5	0.033	21.87064	1510.93225	-359.49731	22.58237	1414.75574	-387.14413	19.16154	1506.79712	-196.03223	90.00591	1501.02258	-323.67288	-127.73241	1262.72900	-289.29764	145.34375	1247.21387	-291.24170	16.40988	1258.76953	-348.97772	96.08103	1201.69165	-343.01349	-256.04547	1238.05237	-281.36786	-368.23685	1240.73901	-225.18733	-411.14139	1340.24780	-215.70166	-515.94678	1369.89514	-121.82129	-537.27496	1374.59619	-184.48576	-568.91919	1361.56201	-97.51707	-598.07397	1364.86292	-172.36855	283.61920	1200.75403	-244.86758	399.05389	1239.64832	-193.31673	476.40198	1276.40906	-175.03796	539.49567	1342.58032	-85.88466	565.40649	1311.94946	-137.37216	588.34174	1332.27490	-59.58754	621.53259	1331.15491	-113.36684	-112.79380	888.30328	-191.63046	105.97369	895.96112	-160.83817	-106.99997	895.20410	-286.82849	106.13528	914.02478	-294.64929	16.74236	911.62714	-329.61401	-137.37721	617.70337	-218.00627	-103.28622	412.01843	-261.14383	-48.73625	293.20538	-248.38437	-49.37681	48.43152	-335.00647	-1.71524	44.15040	-382.82846	-9.65419	36.08943	-185.96428	-59.05750	35.10826	-217.31487	143.27332	592.41351	-195.90723	143.66661	408.32907	-300.04233	79.21097	277.17209	-271.59729	88.01868	70.48337	-360.52814	66.93311	34.05424	-200.37506	40.13519	40.27357	-394.34546	115.41411	33.17247	-260.67993	
6	0.042	21.72247	1510.86768	-359.19577	22.49328	1414.66846	-386.98056	19.00054	1506.78479	-195.85745	89.95611	1501.06738	-323.46329	-127.73241	1262.72900	-289.29764	145.36093	1247.25000	-291.15005	16.39756	1258.93286	-348.77399	95.97093	1201.73035	-342.84412	-256.13983	1237.98792	-281.33340	-368.25156	1240.66699	-225.13336	-411.10031	1340.19263	-215.66339	-515.60864	1369.51233	-121.24192	-537.45404	1373.98474	-183.83275	-569.19647	1361.03979	-97.68371	-597.97461	1364.69580	-172.21700	283.65894	1200.79712	-244.74155	399.00302	1239.50146	-193.31099	476.34744	1276.26331	-175.04445	539.52972	1342.46912	-85.67612	565.49365	1311.71765	-137.46146	588.06329	1331.88184	-59.47973	621.53986	1330.91199	-113.65590	-112.83826	888.23090	-191.57022	105.97250	896.02704	-160.81355	-107.01677	895.24292	-286.74365	106.47449	913.96033	-294.37033	16.90552	911.64142	-329.47678	-137.41745	617.68091	-217.89908	-103.28622	412.01843	-261.14383	-48.73625	293.20538	-248.38437	-49.32933	48.46798	-335.00006	-1.71524	44.15040	-382.82846	-9.71863	36.07133	-185.88033	-59.02482	35.02750	-217.35149	143.16289	592.35931	-195.83485	143.64102	408.39996	-299.91388	78.87860	277.17456	-271.67407	87.96011	70.49888	-360.52783	66.93311	34.05424	-200.37506	40.15355	40.31133	-394.24515	115.41411	33.17247	-260.67993	
7	0.050	21.71342	1510.92139	-359.04407	22.63326	1414.80713	-386.67978	18.99622	1506.79944	-195.70277	89.98279	1501.11755	-323.42297	-127.71098	1262.76111	-288.91644	145.29430	1247.31531	-290.97226	16.27365	1258.85657	-348.40628	95.91380	1201.75781	-342.68433	-256.19226	1237.91943	-281.32657	-368.27835	1240.62012	-225.12086	-411.24838	1340.08716	-215.53787	-515.62872	1369.37915	-120.93384	-537.52515	1373.93445	-183.74350	-569.18384	1360.92029	-97.39697	-597.99438	1364.61951	-171.97496	283.69287	1200.78027	-244.61388	399.00302	1239.50146	-193.31099	476.32349	1276.22974	-175.10239	539.66553	1342.35559	-85.78737	565.57922	1311.60242	-137.56204	588.15881	1331.65649	-59.33929	621.66394	1330.69153	-113.78051	-112.78897	888.13239	-191.52763	105.83801	895.92688	-160.76314	-107.13373	895.22357	-286.59653	106.61893	913.96173	-294.27512	16.83548	911.58038	-329.42456	-137.36749	617.60699	-217.79387	-103.28622	412.01843	-261.14383	-48.73625	293.20538	-248.38437	-49.37681	48.43152	-335.00647	-1.71524	44.15040	-382.82846	-9.70393	36.02049	-185.96153	-59.04009	35.05315	-217.28696	143.12096	592.42261	-195.65132	143.56453	408.43164	-299.78690	78.87396	277.29907	-271.65546	87.96011	70.49888	-360.52783	67.31900	34.10424	-199.86166	40.03119	40.23301	-394.19955	115.41411	33.17247	-260.67993	
8	0.058	21.63493	1510.85962	-358.68375	22.74993	1414.79822	-386.55655	18.99622	1506.79944	-195.70277	89.83974	1501.12512	-323.34131	-127.71098	1262.76111	-288.91644	145.29430	1247.31531	-290.97226	16.33009	1258.86243	-348.33041	95.92105	1201.80237	-342.63596	-256.23318	1237.99268	-281.08200	-368.29831	1240.61951	-224.93059	-411.30237	1340.06189	-215.29794	-515.71008	1369.30762	-120.85250	-537.62280	1373.95459	-183.65962	-569.30121	1360.79041	-97.19460	-598.09088	1364.65515	-171.79494	283.65131	1200.85620	-244.62872	399.07782	1239.46350	-193.23454	476.51773	1276.17041	-175.02943	539.72180	1342.31543	-85.71910	565.70697	1311.36157	-137.63997	588.46466	1331.71265	-59.92141	621.61896	1330.33228	-113.68625	-113.21371	888.09430	-191.95108	105.77911	895.88239	-160.62083	-107.28242	895.18262	-286.51431	106.54494	914.01154	-294.24631	16.83548	911.58038	-329.42456	-137.41745	617.68091	-217.89908	-103.28622	412.01843	-261.14383	-48.97340	293.19580	-248.41678	-49.37681	48.43152	-335.00647	-1.71524	44.15040	-382.82846	-9.72508	36.01567	-185.83505	-59.11106	35.06769	-217.29070	142.86911	592.52826	-195.41434	143.56453	408.43164	-299.78690	78.72350	277.13095	-271.78738	87.96011	70.49888	-360.52783	67.31900	34.10424	-199.86166	39.89598	40.22620	-394.19394	115.41411	33.17247	-260.67993	
