C:\MAC3D_DATA\yoshiyuki-t\dance@TOKYO\dance_C\hosei\hosei_smooth\position\C_dance_motionType13.ts
DataRate	CameraRate	NumFrames	Units
120.0	120.0	       592	mm
Frame#	Time	Top.Head											Back.Head											Front.Head											L.Head_Offset											R.Shoulder											L.Shouder											Neck											L.BackOffset											R.Bicep											R.Elbow											R.ForeArm											R.Radius											R.Ulna											R.Thumb											R.Pinky											L.Bicep											L.Elbow											L.ForeArm											L.Radius											L.Ulna											L.Thumb											L.Pinky											R.ASIS											L.ASIS											R.PSIS											L.PSIS											V.Sacral											R.Thigh											R.Knee											R.Shank											R.Ankle											R.Heel											R.Toe											R.Foot											L.Thigh											L.Knee											L.Shank											L.Ankle											L.Toe											L.Heel											L.Foot											
		X1	Y1	Z1	vX1	vY1	vZ1	vR1	aX1	aY1	aZ1	aR1	X2	Y2	Z2	vX2	vY2	vZ2	vR2	aX2	aY2	aZ2	aR2	X3	Y3	Z3	vX3	vY3	vZ3	vR3	aX3	aY3	aZ3	aR3	X4	Y4	Z4	vX4	vY4	vZ4	vR4	aX4	aY4	aZ4	aR4	X5	Y5	Z5	vX5	vY5	vZ5	vR5	aX5	aY5	aZ5	aR5	X6	Y6	Z6	vX6	vY6	vZ6	vR6	aX6	aY6	aZ6	aR6	X7	Y7	Z7	vX7	vY7	vZ7	vR7	aX7	aY7	aZ7	aR7	X8	Y8	Z8	vX8	vY8	vZ8	vR8	aX8	aY8	aZ8	aR8	X9	Y9	Z9	vX9	vY9	vZ9	vR9	aX9	aY9	aZ9	aR9	X10	Y10	Z10	vX10	vY10	vZ10	vR10	aX10	aY10	aZ10	aR10	X11	Y11	Z11	vX11	vY11	vZ11	vR11	aX11	aY11	aZ11	aR11	X12	Y12	Z12	vX12	vY12	vZ12	vR12	aX12	aY12	aZ12	aR12	X13	Y13	Z13	vX13	vY13	vZ13	vR13	aX13	aY13	aZ13	aR13	X14	Y14	Z14	vX14	vY14	vZ14	vR14	aX14	aY14	aZ14	aR14	X15	Y15	Z15	vX15	vY15	vZ15	vR15	aX15	aY15	aZ15	aR15	X16	Y16	Z16	vX16	vY16	vZ16	vR16	aX16	aY16	aZ16	aR16	X17	Y17	Z17	vX17	vY17	vZ17	vR17	aX17	aY17	aZ17	aR17	X18	Y18	Z18	vX18	vY18	vZ18	vR18	aX18	aY18	aZ18	aR18	X19	Y19	Z19	vX19	vY19	vZ19	vR19	aX19	aY19	aZ19	aR19	X20	Y20	Z20	vX20	vY20	vZ20	vR20	aX20	aY20	aZ20	aR20	X21	Y21	Z21	vX21	vY21	vZ21	vR21	aX21	aY21	aZ21	aR21	X22	Y22	Z22	vX22	vY22	vZ22	vR22	aX22	aY22	aZ22	aR22	X23	Y23	Z23	vX23	vY23	vZ23	vR23	aX23	aY23	aZ23	aR23	X24	Y24	Z24	vX24	vY24	vZ24	vR24	aX24	aY24	aZ24	aR24	X25	Y25	Z25	vX25	vY25	vZ25	vR25	aX25	aY25	aZ25	aR25	X26	Y26	Z26	vX26	vY26	vZ26	vR26	aX26	aY26	aZ26	aR26	X27	Y27	Z27	vX27	vY27	vZ27	vR27	aX27	aY27	aZ27	aR27	X28	Y28	Z28	vX28	vY28	vZ28	vR28	aX28	aY28	aZ28	aR28	X29	Y29	Z29	vX29	vY29	vZ29	vR29	aX29	aY29	aZ29	aR29	X30	Y30	Z30	vX30	vY30	vZ30	vR30	aX30	aY30	aZ30	aR30	X31	Y31	Z31	vX31	vY31	vZ31	vR31	aX31	aY31	aZ31	aR31	X32	Y32	Z32	vX32	vY32	vZ32	vR32	aX32	aY32	aZ32	aR32	X33	Y33	Z33	vX33	vY33	vZ33	vR33	aX33	aY33	aZ33	aR33	X34	Y34	Z34	vX34	vY34	vZ34	vR34	aX34	aY34	aZ34	aR34	X35	Y35	Z35	vX35	vY35	vZ35	vR35	aX35	aY35	aZ35	aR35	X36	Y36	Z36	vX36	vY36	vZ36	vR36	aX36	aY36	aZ36	aR36	X37	Y37	Z37	vX37	vY37	vZ37	vR37	aX37	aY37	aZ37	aR37	X38	Y38	Z38	vX38	vY38	vZ38	vR38	aX38	aY38	aZ38	aR38	X39	Y39	Z39	vX39	vY39	vZ39	vR39	aX39	aY39	aZ39	aR39	X40	Y40	Z40	vX40	vY40	vZ40	vR40	aX40	aY40	aZ40	aR40	X41	Y41	Z41	vX41	vY41	vZ41	vR41	aX41	aY41	aZ41	aR41	

1	0.000	-50.81604	1606.86658	451.98352									-167.46690	1514.85144	452.17664									56.58580	1520.59680	465.09598									-56.88602	1518.37341	353.99289									-91.64855	1328.94958	618.46313									-92.22439	1326.33838	273.96393									-159.37318	1238.78076	456.97791									-149.63747	1151.96899	355.36108									-124.55535	1221.23547	710.33032									-104.28814	1224.66003	819.11273									-108.39642	1253.41736	933.29559									-18.95023	1275.85547	1035.18579									-88.84101	1252.96924	1037.77820									-22.37710	1290.03894	1104.92981									-85.12934	1271.20813	1092.80005									-97.95437	1268.21216	161.56035									-59.99216	1206.15649	66.33157									-70.23167	1251.98730	-41.81623									35.84543	1255.62280	-154.86201									-38.98571	1240.54065	-162.95135									20.05794	1273.53833	-216.20134									-25.35590	1265.18457	-222.64424									30.94763	1002.24896	556.13757									63.94625	989.92511	350.04221									-88.40260	991.10809	569.56476									-103.98432	986.09729	335.94736									-132.33568	975.51666	446.93518									22.91062	658.30823	610.30804									-38.98378	425.46024	582.52002									-40.16011	273.48996	549.95911									-132.31772	110.06291	562.59174									-160.38922	68.50587	518.71552									17.63081	63.34587	548.04401									-23.40853	62.83052	592.10382									34.56262	637.42371	281.85977									-26.71706	417.66751	310.94443									-25.22381	273.06320	359.98636									-110.38889	104.01838	348.18274									28.22232	70.38855	381.15802									-148.68756	70.19932	405.64026									-6.42038	59.43600	337.57352									
2	0.008	-50.69451	1606.85962	452.01312	14.96864	-0.84229	3.68591	15.43877	92.34009	-1.75781	32.08008	97.76969	-166.87782	1515.09155	452.10126	68.72864	27.94189	-8.93005	74.72697	-470.65430	-209.17969	27.68555	515.78882	56.78860	1520.52246	465.09152	23.98361	-8.78906	-0.45410	25.54736	-84.81445	31.64063	19.33594	92.56618	-56.73480	1518.34070	354.02673	18.16727	-3.91846	3.99536	19.00965	4.83398	1.75781	-15.82031	16.63549	-91.52065	1329.00256	618.41266	15.49713	6.44531	-6.17798	17.88493	35.81543	21.09375	-29.00391	50.68449	-92.07389	1326.33167	273.94626	18.21579	-0.68115	-2.11487	18.35079	37.46338	29.88281	1.31836	47.93981	-159.26332	1238.81323	456.87296	13.02887	4.26270	-12.40540	18.48826	-37.13379	87.89063	45.26367	105.60530	-149.59550	1152.09363	355.24954	5.23773	14.59717	-13.41614	20.50619	48.55957	-86.13281	-7.47070	99.16000	-124.52612	1221.26379	710.33624	3.78479	3.26660	0.47241	5.02180	66.35742	-31.64063	-57.12891	93.10289	-104.20525	1224.67310	819.07092	10.42831	1.69189	-4.98413	11.68134	115.46631	29.88281	7.91016	119.53251	-108.36847	1253.44641	933.28076	3.64288	3.77197	-1.80908	5.54718	69.21387	68.55469	-7.03125	97.67161	-18.86204	1275.95618	1035.16895	10.95737	11.43311	-2.24854	15.99487	89.78577	-156.44531	-54.49219	188.43040	-88.77608	1253.03467	1037.74744	7.63687	7.80762	-3.75732	11.54981	-37.24365	-10.54688	-15.82031	41.81637	-22.25555	1290.06665	1104.84802	14.77615	3.20801	-9.89502	18.07035	45.59326	-28.12500	-19.33594	56.95296	-85.11906	1271.25024	1092.74365	1.45203	5.14160	-6.71631	8.58215	52.29492	21.09375	12.30469	57.71577	-97.74643	1268.17114	161.54601	24.55536	-4.41650	-1.66718	25.00501	-95.36133	121.28906	12.96387	154.83179	-59.97289	1206.22656	66.33358	2.23732	8.65723	0.18631	8.94359	-18.07251	59.76563	-13.07373	63.79238	-69.91933	1252.02844	-41.83345	36.84082	5.22217	-1.92581	37.25890	-153.58887	68.55469	33.61816	171.52104	35.88276	1255.62195	-154.88155	4.84497	0.09521	-2.48199	5.44455	87.56104	47.46094	-33.17871	104.97763	-38.75508	1240.51880	-162.92534	28.16689	-2.73926	2.74933	28.43300	117.82837	-28.12500	-89.42871	150.57236	20.22015	1273.57324	-216.22469	19.59263	4.16748	-2.81616	20.22795	30.51453	-5.27344	-3.51563	31.16577	-25.30278	1265.26831	-222.63655	6.82938	9.63135	1.14166	11.86198	109.36890	-100.19531	52.51465	157.34816	30.94011	1002.24194	556.12769	-0.93201	-0.85327	-1.27808	1.79727	-7.25098	-2.63672	-21.97266	23.28791	63.96898	989.91486	349.99759	2.58614	-1.16821	-5.08667	5.82469	-33.67310	14.94141	64.16016	73.98411	-88.37487	991.10388	569.53796	3.13431	-0.39185	-3.15308	4.46311	-46.25244	27.24609	14.94141	55.72148	-104.02634	986.17755	335.91034	-4.69299	9.19189	-4.40735	11.22229	83.93555	-105.46875	8.34961	135.05017	-132.34433	975.52051	446.93878	-1.04187	0.53101	0.45959	1.25646	-0.87891	16.69922	6.59180	17.97465	22.87270	658.30304	610.30890	-4.43310	-0.54199	0.10986	4.46746	28.20740	19.33594	1.75781	34.24362	-38.98270	425.46027	582.52032	0.14168	-0.00183	0.02930	0.14469	2.91138	-1.31836	-1.75781	3.64748	-40.14156	273.49750	549.95178	2.27943	0.92651	-0.90088	2.62027	12.79907	5.27344	-5.27344	14.81332	-132.32567	110.06123	562.60614	-0.83038	-0.15152	1.57104	1.78345	29.66309	12.19482	-37.79297	49.56734	-160.38235	68.50142	518.71698	0.89264	-0.57907	0.19409	1.08157	16.47949	-10.65674	4.39453	20.11098	17.63416	63.36106	548.05920	0.35133	1.67107	1.62231	2.35538	-12.19482	-36.41968	-48.33984	61.74016	-23.43235	62.81993	592.09412	-2.75768	-1.22543	-1.12427	3.22032	24.19739	10.65674	9.66797	28.15225	34.53198	637.40320	281.87842	-3.67630	-2.40967	2.26318	4.94406	0.10986	12.30469	6.15234	13.75750	-26.71689	417.66748	310.94424	0.02586	0.00732	-0.02014	0.03359	1.20850	2.63672	0.43945	2.93358	-25.22324	273.06259	359.98608	0.06855	-0.07141	-0.03479	0.10492	0.13733	0.43945	-0.43945	0.63647	-110.38965	104.01953	348.18188	-0.11993	0.18448	-0.13550	0.25841	-7.03125	11.09619	-7.91016	15.33410	28.22232	70.38855	381.15802	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-148.66188	70.23286	405.62244	3.02765	3.75687	-2.10754	5.26521	-12.96387	-64.27002	7.47070	65.98870	-6.39321	59.40233	337.59509	3.12970	-3.88596	2.49023	5.57646	-31.48270	36.91406	-23.73047	54.00874	
3	0.017	-50.56657	1606.85254	452.04495	15.96931	-0.82764	4.04846	16.49527	147.82104	5.27344	54.93164	157.78580	-166.32143	1515.31714	452.02780	63.02765	25.42236	-8.52356	68.49403	-897.58301	-395.50781	69.87305	983.34326	56.98552	1520.45032	465.08841	23.02826	-8.48145	-0.25452	24.54181	-144.47021	42.18750	28.56445	153.19058	-56.58324	1518.30811	354.05948	18.28308	-3.87451	3.77197	19.06596	22.96143	8.78906	-37.79297	45.08640	-91.39027	1329.05701	618.36017	15.90912	6.63574	-6.50024	18.42244	63.06152	24.60938	-48.33984	83.18124	-91.92079	1326.32703	273.92868	18.56873	-0.30762	-2.09290	18.68883	47.24121	59.76563	3.95508	76.28436	-159.15604	1238.85181	456.77115	12.60040	5.25146	-11.80664	18.04840	-65.69824	149.41406	98.43750	190.60631	-149.55017	1152.21228	355.13748	5.82184	13.58643	-13.43262	19.97298	91.62598	-156.44531	3.51563	181.33620	-124.49227	1221.28992	710.33820	4.60190	2.97363	-0.18677	5.48223	129.74854	-38.67188	-101.07422	168.95619	-104.11433	1224.68823	819.02966	11.79199	2.01416	-4.83398	12.90253	211.81641	47.46094	28.12500	218.88295	-108.33571	1253.48022	933.26544	4.45175	4.61426	-1.88599	6.68329	124.91455	133.59375	-11.42578	183.25252	-18.76761	1276.04602	1035.14832	11.97006	9.65332	-2.85645	15.64060	153.25928	-270.70313	-91.40625	324.22784	-88.71373	1253.09937	1037.71558	7.24457	7.72705	-3.91846	11.29360	-56.90918	-8.78906	-22.85156	61.95237	-22.13083	1290.09241	1104.76489	15.20897	2.88574	-10.04883	18.45587	58.28247	-49.21875	-17.57813	78.28360	-85.10514	1271.29382	1092.68811	2.10022	5.41260	-6.57715	8.77303	103.27148	43.94531	21.09375	114.19779	-97.54511	1268.13855	161.53256	23.44757	-2.98096	-1.48224	23.68273	-170.50781	223.24219	31.42090	282.66104	-59.95487	1206.30078	66.33468	2.02492	9.36768	0.02151	9.58405	-32.90405	110.74219	-26.47705	118.52233	-69.61765	1252.07434	-41.84833	34.92142	6.10107	-1.59370	35.48617	-307.06787	142.38281	46.08765	341.59567	35.92618	1255.62439	-154.90338	5.87860	0.67383	-2.87018	6.57647	160.51025	91.40625	-59.98535	194.20836	-38.51627	1240.49500	-162.90553	29.49257	-2.98096	1.75690	29.69485	200.33569	-29.88281	-148.75488	251.30736	20.38449	1273.60779	-216.24828	20.04524	4.13818	-2.85919	20.66667	78.11279	-1.75781	-6.81152	78.42892	-25.24207	1265.34509	-222.62521	8.16559	8.45215	1.74683	11.88137	211.32202	-182.81250	92.72461	294.40662	30.93210	1002.23474	556.11627	-1.02997	-0.90088	-1.53442	2.05594	-16.25977	-8.78906	-39.55078	43.65652	63.98936	989.90564	349.95743	2.21947	-1.00342	-4.37439	5.00681	-54.32739	24.60938	106.78711	122.31342	-88.35036	991.10156	569.51221	2.65182	-0.06592	-2.98462	3.99305	-69.54346	50.97656	25.48828	89.91415	-104.06254	986.25049	335.87390	-3.80905	8.00537	-4.31763	9.86087	128.21045	-179.29688	13.18359	220.81462	-132.35304	975.52551	446.94284	-1.03638	0.72876	0.53467	1.37515	2.19727	30.76172	11.42578	32.88860	22.83674	658.29919	610.30988	-4.09515	-0.33691	0.13916	4.11135	52.89917	29.88281	5.27344	60.98454	-38.98141	425.46021	582.52051	0.17693	-0.02014	0.01099	0.17841	5.54810	-3.07617	-2.63672	6.86997	-40.12212	273.50540	549.94409	2.41104	0.97961	-0.95215	2.77116	18.78662	7.47070	-7.03125	21.40530	-132.33156	110.06039	562.61792	-0.48889	-0.01282	1.12427	1.22603	52.29492	21.09375	-69.43359	89.44679	-160.37434	68.49622	518.71875	1.08765	-0.70450	0.23438	1.31690	30.32227	-19.44580	5.27344	36.40588	17.63667	63.37373	548.07104	0.26161	1.31172	1.16089	1.77108	-9.33838	-49.82300	-62.40234	80.39645	-23.45449	62.81009	592.08508	-2.43416	-1.08307	-0.99243	2.84308	53.44849	23.51074	21.97266	62.38825	34.50135	637.38354	281.89749	-3.64906	-2.27051	2.30530	4.87701	6.42700	21.09375	3.95508	22.40302	-26.71663	417.66763	310.94409	0.04028	0.03662	-0.01831	0.05744	2.25220	4.39453	0.00000	4.93805	-25.22267	273.06201	359.98578	0.06947	-0.07141	-0.03479	0.10552	0.08240	-0.43945	0.43945	0.62692	-110.39089	104.02145	348.18048	-0.20782	0.31998	-0.23254	0.44683	-14.06250	21.42334	-15.38086	29.88786	28.22232	70.38855	381.15802	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-148.63710	70.26193	405.60513	2.89490	3.03040	-2.04163	4.66176	-18.89648	-110.08301	8.34961	112.00474	-6.36822	59.37123	337.61502	2.72361	-3.40027	2.17529	4.86947	-65.97977	79.65088	-51.85547	115.70039	
4	0.025	-50.42836	1606.84583	452.08060	17.22244	-0.77637	4.54102	17.82796	152.92969	7.03125	63.28125	165.65459	-165.82736	1515.51526	451.95920	54.40247	21.67969	-7.72522	59.07043	-1172.46094	-502.73438	121.72852	1281.49304	57.17241	1520.38110	465.08728	21.64307	-8.12988	-0.03113	23.11965	-187.97607	42.18750	25.04883	194.27361	-56.43008	1518.27612	354.08960	18.58612	-3.76465	3.33618	19.25478	49.76807	17.57813	-66.79688	85.13327	-91.25550	1329.11316	618.30432	16.45432	6.79688	-6.88843	19.08907	67.78564	14.06250	-44.82422	82.47338	-91.76441	1326.32654	273.91138	18.90244	0.30762	-2.03430	19.01408	32.84912	87.89063	10.10742	94.37154	-159.05331	1238.90076	456.67618	11.99890	6.62842	-10.78491	17.44201	-78.66211	181.05469	146.77734	245.99211	-149.49847	1152.32007	355.02567	6.75018	12.09229	-13.20923	19.13824	131.17676	-202.14844	50.09766	246.13229	-124.44942	1221.31335	710.33313	5.90103	2.68066	-1.15356	6.58322	182.04346	-31.64063	-130.95703	226.47449	-104.00871	1224.70667	818.99036	13.89908	2.46094	-4.53003	14.82436	293.88428	59.76563	44.82422	303.23111	-108.29427	1253.52332	933.24933	5.61447	5.95459	-1.98120	8.42049	154.13818	188.08594	-11.42578	243.44496	-18.66254	1276.11707	1035.12134	13.31726	7.17041	-3.64014	15.55683	170.06836	-325.19531	-96.67969	379.50256	-88.65533	1253.16345	1037.68213	6.78497	7.71973	-4.10889	11.06856	-53.39355	7.03125	-22.85156	58.50217	-22.00207	1290.11475	1104.68054	15.52631	2.41699	-10.02686	18.63991	17.88025	-63.28125	22.85156	69.61619	-85.08405	1271.34045	1092.63403	3.15216	5.83740	-6.38672	9.20878	149.19434	58.00781	24.60938	161.95517	-97.35564	1268.12146	161.52130	21.88156	-0.81299	-1.15631	21.92717	-205.33447	297.07031	46.80176	364.14752	-59.93914	1206.38269	66.33394	1.72279	10.47363	-0.25726	10.61749	-39.60571	154.68750	-40.42969	164.71611	-69.33730	1252.13013	-41.86001	31.85944	7.46338	-1.29387	32.74752	-427.80762	184.57031	25.87280	466.64221	35.98074	1255.63318	-154.92938	7.41051	1.61133	-3.42224	8.32008	207.14722	133.59375	-72.50977	256.93369	-38.26354	1240.46912	-162.89606	31.16982	-3.14209	0.43121	31.33075	202.20337	-8.78906	-169.40918	263.93735	20.55424	1273.64221	-216.27234	20.95768	4.09424	-2.92419	21.55314	140.87219	-8.78906	-8.78906	141.41948	-25.16669	1265.40918	-222.60744	10.27279	6.71631	2.59277	12.54438	294.40613	-233.78906	110.30273	391.78946	30.92295	1002.22693	556.10211	-1.19385	-1.00342	-1.87866	2.44162	-23.07129	-15.82031	-43.06641	51.35447	64.00597	989.89813	349.92468	1.74728	-0.78369	-3.43323	3.93119	-58.99658	28.12500	119.09180	135.84723	-88.33067	991.10278	569.48822	2.07504	0.41748	-2.76489	3.48206	-68.88428	65.03906	27.24609	98.57724	-104.08983	986.31097	335.83838	-2.73239	6.40503	-4.17297	8.11813	130.18799	-204.78516	21.53320	243.61763	-132.36160	975.53265	446.94769	-0.98419	1.03271	0.63721	1.56242	10.32715	42.18750	13.18359	45.38989	22.80445	658.29742	610.31122	-3.62309	-0.07324	0.24536	3.63212	60.39734	33.39844	20.21484	71.91616	-38.97975	425.45993	582.52051	0.22934	-0.05310	-0.01465	0.23586	7.03125	-4.83398	-3.51563	9.22852	-40.10138	273.51382	549.93591	2.53510	1.03088	-0.99976	2.91358	10.98633	4.83398	-4.39453	12.78197	-132.33382	110.06101	562.62488	-0.02655	0.16937	0.51270	0.54060	58.66699	22.63184	-77.34375	99.67985	-160.36423	68.48968	518.72089	1.37146	-0.88898	0.29297	1.66043	37.79297	-24.82910	8.78906	46.06561	17.63852	63.38293	548.07855	0.24410	0.92606	0.71045	1.19244	5.13611	-42.73682	-45.70313	62.78209	-23.47292	62.80188	592.07758	-1.86813	-0.83359	-0.75806	2.18161	82.39746	36.36475	34.27734	96.36739	34.47116	637.36536	281.91684	-3.53966	-2.06177	2.29797	4.69689	19.83032	29.00391	-5.71289	35.59642	-26.71622	417.66809	310.94394	0.06306	0.08423	-0.01648	0.10650	3.21350	7.03125	0.43945	7.74327	-25.22208	273.06140	359.98550	0.06832	-0.07324	-0.03479	0.10603	-0.35706	0.00000	-0.43945	0.56622	-110.39311	104.02486	348.17801	-0.34927	0.53604	-0.39185	0.75025	-19.88525	30.43213	-22.85156	42.93870	28.22232	70.38855	381.15802	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-148.61363	70.28336	405.58841	2.73834	2.02057	-1.98486	3.93966	-18.67676	-132.27539	5.27344	133.69147	-6.34782	59.34566	337.63135	2.05553	-2.57401	1.63513	3.67755	-94.35883	118.65234	-77.78320	170.38837	
5	0.033	-50.27953	1606.83960	452.12064	18.33893	-0.68115	5.03174	19.02889	115.02686	15.82031	54.49219	128.26089	-165.41472	1515.67847	451.89905	44.40033	17.46094	-6.56982	48.16053	-1228.05176	-509.76563	155.56641	1338.72070	57.34624	1520.31482	465.08789	19.91890	-7.72705	0.17761	21.36589	-225.82397	54.49219	25.04883	233.65211	-56.27347	1518.24536	354.11508	19.13040	-3.55957	2.66602	19.64053	80.85938	31.64063	-94.04297	127.99784	-91.11603	1329.17029	618.24536	16.94458	6.83350	-7.17041	19.62728	49.87793	-5.27344	-22.85156	55.11634	-91.60575	1326.33215	273.89478	19.12125	1.12061	-1.93359	19.25141	19.66553	107.22656	14.06250	109.91825	-158.95605	1238.96228	456.59140	11.34064	8.06396	-9.42078	16.80442	-79.32129	163.47656	180.61523	256.19977	-149.43767	1152.41382	354.91733	7.99530	10.30518	-12.46582	18.04212	167.65137	-226.75781	128.32031	309.82605	-124.39392	1221.33459	710.31897	7.55081	2.47559	-2.31445	8.27647	213.90381	-17.57813	-147.65625	260.51141	-103.88268	1224.72925	818.95416	16.60492	2.91504	-4.14551	17.36105	355.51758	49.21875	47.46094	362.03284	-108.24213	1253.57947	933.23242	6.87241	7.68311	-2.01782	10.50389	147.76611	226.75781	2.63672	270.66748	-18.54566	1276.16553	1035.08765	14.54693	4.43115	-4.37988	15.82503	125.05188	-332.22656	-80.85938	364.07513	-88.60065	1253.22803	1037.64709	6.41235	7.77100	-4.27002	10.94256	-36.03516	5.27344	-15.82031	39.70672	-21.87206	1290.13269	1104.59778	15.33119	1.89697	-9.63135	18.20458	-64.70947	-61.52344	72.07031	114.74571	-85.05260	1271.39111	1092.58167	4.51767	6.33545	-6.17432	9.93325	178.52783	61.52344	26.36719	190.66344	-97.18042	1268.12500	161.51329	20.22949	1.76514	-0.77728	20.32123	-191.16211	321.67969	44.16504	376.79083	-59.92616	1206.47534	66.33039	1.40465	11.83594	-0.65323	11.93688	-36.74927	172.26563	-54.60205	184.41078	-69.08666	1252.19873	-41.86989	28.08243	8.98682	-1.26823	29.51261	-478.67432	181.05469	-19.72046	512.15112	36.04969	1255.65125	-154.96042	9.20494	2.79785	-4.02649	10.42936	223.51685	151.17188	-72.50977	279.41077	-37.99677	1240.44263	-162.89835	32.50351	-2.99561	-0.95581	32.65525	117.88330	43.94531	-163.47656	206.28197	20.73378	1273.67603	-216.29701	22.35558	3.99902	-2.98370	22.90560	194.62280	-14.06250	-5.49316	195.20749	-25.07086	1265.45703	-222.58200	12.93468	4.73145	3.48267	14.20639	344.44885	-242.57813	103.27148	433.76740	30.91220	1002.21802	556.08496	-1.38062	-1.13159	-2.21191	2.84239	-21.75293	-14.94141	-36.91406	45.37712	64.01848	989.89258	349.90021	1.28815	-0.56030	-2.47742	2.84796	-51.19629	25.48828	110.30273	124.24736	-88.31577	991.10852	569.46613	1.55640	1.03271	-2.54883	3.15997	-55.59082	82.61719	24.60938	102.57465	-104.10808	986.35724	335.80435	-1.72348	4.77539	-3.92761	6.41879	111.95068	-186.32813	37.35352	220.55931	-132.36945	975.54272	446.95346	-0.83405	1.41724	0.74341	1.80467	25.70801	50.09766	12.30469	57.63751	22.77635	658.29797	610.31396	-3.19313	0.18311	0.48706	3.23525	42.79175	28.12500	37.79297	63.64321	-38.97759	425.45932	582.52026	0.28885	-0.09705	-0.05493	0.30963	7.25098	-5.71289	-6.15234	11.09347	-40.07987	273.52258	549.92743	2.50671	1.01807	-0.98877	2.88058	-17.79785	-7.91016	7.03125	20.70682	-132.33200	110.06321	562.62646	0.39917	0.32272	-0.06958	0.51800	43.50586	14.17236	-62.40234	77.38003	-160.35149	68.48141	518.72363	1.68365	-1.09177	0.36255	2.03914	37.13379	-23.84033	7.91016	44.83135	17.64073	63.38916	548.08289	0.35110	0.62027	0.44312	0.83926	20.54443	-30.65186	-18.45703	41.25860	-23.48563	62.79620	592.07245	-1.11591	-0.50217	-0.45044	1.30397	98.13538	43.17627	39.55078	114.27601	34.44235	637.34918	281.93579	-3.30025	-1.77979	2.21375	4.35430	37.62817	38.67188	-14.50195	55.87218	-26.71558	417.66904	310.94382	0.09224	0.14832	-0.00916	0.17490	3.79028	8.34961	1.31836	9.26392	-25.22153	273.06079	359.98520	0.06065	-0.06409	-0.03113	0.09357	-1.48315	2.19727	1.31836	2.96071	-110.39671	104.03039	348.17395	-0.53192	0.81711	-0.59692	1.14321	-23.95020	37.02393	-26.36719	51.37715	28.22232	70.38855	381.15802	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-148.59146	70.29561	405.57205	2.57904	0.90271	-1.96655	3.36655	-19.55566	-136.01074	-0.87891	137.41222	-6.33396	59.32833	337.64227	1.21044	-1.51497	0.94482	2.15708	-108.46252	135.51636	-87.89063	194.55992	
