PathFileType	4	(X/Y/Z)	F:\äwçZä÷åW\2010-2011å§ãÜä÷åW\ââïëÉfÅ[É^\20100319Mocapï‚ê≥å„\1_Fujima\Mtanmar\Action_2.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
120.00	120.00	      2163	41	mm	120.00	1	      2163
Frame#	Time	Top.head			Back.Head			Front.Head			L.Head_Offset			R.Shoulder			L.Shoulder			Neck			L.BackOffset			R.Bicep			R.Elbow			R.ForeArm			R.Radius			R.Ulna			R.Thumb			R.Pinky			L.Bicep			L.Elbow			L.Forearm			L.Radius			L.Ulna			L.Thumb			L.Pinky			R.ASIS			L.ASIS			R.PSIS			L.PSIS			V.Sacral			R.Thigh			R.Knee			R.Shank			R.Ankle			R.Heel			R.Toe			R.Foot			L.Thigh			L.Knee			L.Shank			L.Ankle			L.Toe			L.Heel			L.Foot			
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	X6	Y6	Z6	X7	Y7	Z7	X8	Y8	Z8	X9	Y9	Z9	X10	Y10	Z10	X11	Y11	Z11	X12	Y12	Z12	X13	Y13	Z13	X14	Y14	Z14	X15	Y15	Z15	X16	Y16	Z16	X17	Y17	Z17	X18	Y18	Z18	X19	Y19	Z19	X20	Y20	Z20	X21	Y21	Z21	X22	Y22	Z22	X23	Y23	Z23	X24	Y24	Z24	X25	Y25	Z25	X26	Y26	Z26	X27	Y27	Z27	X28	Y28	Z28	X29	Y29	Z29	X30	Y30	Z30	X31	Y31	Z31	X32	Y32	Z32	X33	Y33	Z33	X34	Y34	Z34	X35	Y35	Z35	X36	Y36	Z36	X37	Y37	Z37	X38	Y38	Z38	X39	Y39	Z39	X40	Y40	Z40	X41	Y41	Z41	

1	0.000	-72.20364	1542.05396	-168.43440	-47.43909	1457.27905	-214.25801	-100.00348	1522.65283	1.96431	-7.27176	1551.02051	-128.50885	-185.04691	1340.06958	-165.78484	60.67768	1346.19250	-152.64339	-61.46302	1286.80615	-216.01637	16.05763	1151.35889	-226.28131	-352.87906	1299.36340	-182.29721	-463.45010	1249.40942	-161.96153	-558.55157	1284.58301	-187.06866	-690.54211	1337.73499	-125.26083	-683.81500	1317.37671	-196.00676	-738.91663	1349.00037	-122.55450	-740.60822	1348.52429	-198.29689	184.55470	1284.06152	-178.46931	330.81299	1246.91174	-116.26329	433.00403	1281.14258	-148.08250	556.14832	1309.73718	-70.56161	562.43781	1289.39539	-141.54419	603.99994	1332.86804	-77.80976	629.29840	1315.60840	-132.56245	-190.63597	941.82001	4.61665	84.78599	947.66559	7.93649	-192.75722	929.50952	-108.60236	75.29897	944.65277	-119.45388	-48.88450	926.43048	-181.40181	-231.41417	680.10950	11.49973	-202.41896	401.76028	-52.26426	-180.30045	234.66188	-47.88363	-160.36760	63.51951	-107.41802	-104.45792	48.78084	-153.46259	-168.57564	32.59829	21.26825	-202.58839	28.03664	-17.39292	134.75894	663.57379	5.07036	119.15321	417.70190	-44.88983	91.41551	264.62564	-32.12638	81.66232	66.11330	-109.39310	98.65733	36.66616	40.31067	32.07240	42.56489	-137.53448	132.24132	32.49454	-5.98917	
2	0.008	-72.23409	1542.03320	-168.66560	-47.43192	1457.21997	-214.46709	-100.01347	1522.80750	1.81337	-7.14830	1551.03564	-128.56709	-185.07205	1340.01636	-166.13608	60.53698	1346.15515	-153.01524	-61.37447	1286.75317	-216.00262	15.91369	1151.38416	-226.34552	-352.87906	1299.36340	-182.29721	-463.62283	1249.53186	-161.80013	-558.72461	1284.65015	-186.84830	-690.39758	1337.66589	-124.98686	-683.95331	1317.29626	-195.78490	-738.90265	1348.92114	-122.37569	-740.81342	1348.39172	-198.10114	184.55470	1284.06152	-178.46931	330.53983	1246.79346	-116.17958	433.16174	1281.04004	-148.08723	556.19598	1309.58911	-70.45376	562.21497	1289.23206	-141.50052	604.10938	1332.72461	-77.71172	629.41901	1315.45264	-132.48091	-190.76859	942.05164	5.04087	84.82650	947.75250	7.88016	-192.76857	929.52930	-108.49766	75.47027	944.67627	-119.65956	-48.88450	926.43048	-181.40181	-231.41417	680.10950	11.49973	-202.41896	401.76028	-52.26426	-180.25645	234.61732	-48.00235	-160.36760	63.51951	-107.41802	-104.42533	48.75650	-153.46092	-168.65649	32.48257	21.41278	-202.58839	28.03664	-17.39292	134.75894	663.57379	5.07036	119.15321	417.70190	-44.88983	91.25524	264.52368	-31.50787	81.66232	66.11330	-109.39310	98.65733	36.66616	40.31067	32.07240	42.56489	-137.53448	132.17642	32.44962	-5.97260	
3	0.017	-72.17250	1541.98389	-168.72189	-47.54966	1457.24304	-214.58768	-99.96498	1522.83020	1.74910	-7.11708	1550.98523	-128.70361	-185.11078	1340.12195	-166.19588	60.41096	1346.26465	-153.28767	-61.36976	1286.97034	-216.69733	15.75669	1151.27942	-226.54845	-352.87906	1299.36340	-182.29721	-463.62283	1249.53186	-161.80013	-558.78851	1284.58130	-186.69478	-690.49139	1337.63000	-124.34180	-684.07739	1317.26477	-195.55437	-739.19922	1348.81799	-122.12697	-740.86688	1348.25671	-197.92111	184.55470	1284.06152	-178.46931	330.41196	1246.71509	-116.06461	433.06216	1281.00110	-148.14398	556.30103	1309.52869	-70.46750	562.24799	1288.95630	-141.53235	603.98865	1332.47522	-77.58437	629.48865	1315.37646	-132.42014	-190.70795	942.00421	4.74612	84.72913	947.72455	7.74812	-192.76857	929.52930	-108.49766	75.35043	944.74103	-119.66518	-49.27862	926.47888	-181.40221	-231.21292	680.09192	11.86226	-202.41896	401.76028	-52.26426	-180.34134	234.58438	-47.87578	-160.36760	63.51951	-107.41802	-104.45792	48.78084	-153.46259	-168.65463	32.55091	21.39716	-202.58839	28.03664	-17.39292	134.68018	663.61902	5.08957	119.15321	417.70190	-44.88983	91.41551	264.62564	-32.12638	81.66232	66.11330	-109.39310	98.63400	36.64651	40.37428	32.07240	42.56489	-137.53448	132.17642	32.44962	-5.97260	
4	0.025	-72.09763	1542.01135	-168.81856	-47.72251	1457.18372	-214.86363	-99.97784	1522.74805	1.39012	-7.11708	1550.98523	-128.70361	-185.11336	1340.06482	-166.21901	60.46885	1346.23230	-153.28584	-61.38131	1287.03931	-216.78944	15.75669	1151.27942	-226.54845	-353.02533	1299.29321	-182.26636	-463.71866	1249.47571	-161.76366	-558.97437	1284.56396	-186.52652	-690.47858	1337.50378	-124.31978	-684.07739	1317.26477	-195.55437	-739.24060	1348.81238	-121.72881	-741.03412	1348.08655	-197.69020	184.44205	1283.83350	-178.40320	330.30032	1246.45898	-116.01897	432.87323	1280.57349	-148.34879	556.25677	1309.33801	-70.44733	562.43243	1288.54102	-141.35999	603.79639	1332.24536	-77.51649	629.36108	1315.05945	-132.63571	-190.77992	942.25195	4.92308	84.74557	947.72217	7.53733	-192.74605	929.45959	-108.66474	75.26086	944.77966	-119.59856	-49.58455	926.51123	-181.61618	-231.27277	680.13403	11.84888	-202.41896	401.76028	-52.26426	-180.30045	234.66188	-47.88363	-160.36760	63.51951	-107.41802	-104.30113	48.75937	-153.45438	-168.65044	32.51773	21.34834	-202.64490	28.02642	-17.39231	134.68018	663.61902	5.08957	119.18991	417.84720	-44.99034	91.41551	264.62564	-32.12638	81.66232	66.11330	-109.39310	98.65733	36.66616	40.31067	32.07240	42.56489	-137.53448	132.25745	32.54533	-5.88270	
5	0.033	-72.07895	1541.96692	-168.86823	-47.79626	1457.04199	-214.94879	-100.08295	1522.73132	1.29270	-7.06594	1550.99707	-128.91321	-185.11336	1340.06482	-166.21901	60.49324	1346.18762	-153.36162	-61.58332	1286.99341	-216.88484	15.56482	1151.13928	-226.73184	-353.02533	1299.29321	-182.26636	-463.77585	1249.41516	-161.71515	-559.05957	1284.38660	-186.33440	-690.47858	1337.50378	-124.31978	-684.14838	1317.24683	-195.42259	-739.17743	1348.57129	-121.32033	-740.95221	1347.85095	-197.30261	184.45023	1283.75659	-178.43285	330.28839	1246.38550	-116.05585	432.82092	1280.35095	-148.22720	556.11578	1308.53101	-71.03325	562.34576	1288.33350	-141.17308	603.78217	1331.94763	-77.23612	629.33685	1314.90100	-132.50774	-190.76859	942.05164	5.04087	84.66256	947.73889	7.54233	-192.82370	929.44580	-108.45738	75.26086	944.77966	-119.59856	-49.67329	926.41852	-181.67717	-231.34930	680.14984	12.05839	-202.64346	401.82501	-52.27174	-180.34134	234.58438	-47.87578	-160.36760	63.51951	-107.41802	-104.47262	48.79688	-153.40645	-168.64313	32.60275	21.34611	-202.64490	28.02642	-17.39231	134.64252	663.67908	5.08228	119.04939	417.83606	-45.05592	91.41551	264.62564	-32.12638	81.66232	66.11330	-109.39310	98.63400	36.64651	40.37428	32.07240	42.56489	-137.53448	132.25745	32.54533	-5.88270	
6	0.042	-72.21437	1541.92883	-169.14670	-47.74774	1457.01160	-215.05682	-100.05752	1522.67651	0.91576	-7.03192	1550.89014	-128.89079	-185.15215	1340.10681	-166.30449	60.36951	1346.15149	-153.74187	-61.58332	1286.99341	-216.88484	15.59060	1151.06030	-226.74690	-353.17157	1299.22302	-182.23560	-463.89148	1249.17786	-161.79956	-559.18518	1284.14063	-186.14462	-690.67572	1337.44946	-123.81523	-684.29077	1316.97974	-194.95149	-739.20532	1348.47937	-120.96323	-741.30457	1347.49976	-196.99615	184.36522	1283.56213	-178.45598	330.31357	1246.31787	-116.06846	432.87292	1280.28589	-148.21049	556.02209	1308.24023	-71.29312	562.22284	1288.07568	-141.10115	603.88586	1331.53516	-77.06892	629.39459	1314.38098	-132.17154	-190.70795	942.00421	4.74612	84.66256	947.73889	7.54233	-192.81123	929.42255	-108.57046	75.26086	944.77966	-119.59856	-49.67329	926.41852	-181.67717	-231.34930	680.14984	12.05839	-202.63553	401.74261	-52.21667	-180.34134	234.58438	-47.87578	-160.36760	63.51951	-107.41802	-104.42533	48.75650	-153.46092	-168.57205	32.54663	21.29726	-202.58839	28.03664	-17.39292	134.68018	663.61902	5.08957	119.08610	417.98135	-45.15645	91.41551	264.62564	-32.12638	81.66232	66.11330	-109.39310	98.63400	36.64651	40.37428	32.07240	42.56489	-137.53448	132.17642	32.44962	-5.97260	
7	0.050	-72.10345	1541.92102	-169.38571	-47.74774	1457.01160	-215.05682	-100.05752	1522.67651	0.91576	-7.13867	1550.91821	-129.11906	-185.26955	1340.02856	-166.39069	60.55794	1346.08374	-153.63560	-61.58332	1286.99341	-216.88484	15.39289	1151.04553	-226.80353	-353.17157	1299.22302	-182.23560	-463.95905	1249.14099	-161.71584	-559.43903	1283.98169	-186.08958	-690.72241	1337.37341	-123.82563	-684.48724	1316.96692	-194.81059	-739.20532	1348.47937	-120.96323	-741.19275	1347.27686	-196.55707	184.29713	1283.36243	-178.40109	330.22430	1246.12146	-116.14339	433.01230	1279.91895	-148.26421	556.09668	1308.08716	-71.26164	562.30414	1287.80554	-141.11484	603.83417	1331.22058	-77.10245	629.17847	1313.60107	-131.66595	-190.71927	942.20453	4.62833	84.74557	947.72217	7.53733	-192.87480	929.28302	-108.52614	75.16354	944.73340	-119.76043	-49.72297	926.47626	-181.68701	-231.34930	680.14984	12.05839	-202.40369	401.68140	-52.04666	-180.34134	234.58438	-47.87578	-160.36760	63.51951	-107.41802	-104.42533	48.75650	-153.46092	-168.59985	32.43049	21.57479	-202.58839	28.03664	-17.39292	134.65051	663.73547	5.03485	119.08610	417.98135	-45.15645	91.30923	264.64539	-32.12153	81.55132	66.09410	-109.32776	98.49994	36.70591	40.34271	32.07240	42.56489	-137.53448	132.25745	32.54533	-5.88270	
8	0.058	-72.16374	1541.94690	-169.48100	-47.69156	1456.92712	-215.13297	-100.17084	1522.70374	0.90934	-7.23193	1550.73877	-129.21762	-185.49817	1340.02795	-166.51450	60.36166	1346.12561	-153.96451	-61.56684	1287.05688	-217.00764	15.26029	1151.06384	-226.86449	-353.28610	1299.15649	-182.16426	-463.86920	1249.02563	-161.65334	-559.43903	1283.98169	-186.08958	-690.83716	1337.12659	-123.73697	-684.45245	1316.90344	-194.85884	-739.16138	1348.43494	-120.97490	-741.23273	1347.13940	-196.50601	184.19814	1283.17102	-178.46094	330.13263	1246.04883	-116.29381	432.97076	1279.69983	-148.12463	555.76379	1307.54358	-71.19750	562.30518	1287.45325	-141.11536	603.82477	1330.88281	-76.84150	629.00610	1313.42004	-131.90567	-190.71927	942.20453	4.62833	84.58885	947.80139	7.36177	-192.88202	929.25793	-108.40915	75.06002	944.78955	-119.86452	-49.70101	926.34753	-181.71608	-231.34930	680.14984	12.05839	-202.62817	401.74612	-52.05415	-180.30045	234.66188	-47.88363	-160.36760	63.51951	-107.41802	-104.42533	48.75650	-153.46092	-168.65463	32.55091	21.39716	-202.58839	28.03664	-17.39292	134.67525	663.73010	4.89323	119.03011	418.04602	-45.16663	91.26719	264.70834	-32.12876	81.55132	66.09410	-109.32776	98.63400	36.64651	40.37428	32.07240	42.56489	-137.53448	132.24132	32.49454	-5.98917	
